job_title,Company,Area,employer_email,employer_contact_number,Salary,job_highlights,job_description,career_level,Qualification,years_of_experience,job_type,company_website,job_link,job_functions,Industry,search_term,date_posted,date_scraped,jobtick_avgsalary,jobtick_SQL,jobtick_Excel,jobtick_dashboard,jobtick_Python,jobtick_engineerjobs,jobtick_analystjobs,jobtick_scientistjobs
Senior System Management Manager (Card & Consumer Loan),"The Bank of East Asia, Limited",Not Specified,,,Not Specified,"['Card Link', 'System Development', 'Card & Consumer Loan']","['Responsibilities', 'Responsible for planning, directing and coordinating the system development project to ensure the project is delivered as scheduled and monitor MIS tasks as per required in every product and service development process.', 'To handle...",Senior,Postgraduate,8,"Full Time, Permanent",Not Specified,/hk/en/job/senior-system-management-manager-card-consumer-loan-100003008780543,"Banking / Finance, Retail Banking, Information Technology (IT), IT Project Management / Team Lead",Financial Services,Data Analyst,9/30/2021,22-10-2021,,1,,,,,,
"Product Manager - Website Management and Mobile App (Contract, Virtual Bank)",Allegis Global Solutions (Hong Kong) Limited,Not Specified,,,Not Specified,"['Exposure in Virtual Bank', 'Great career development opportunity', 'Website management']","['Mox Bank is looking for a Product Manager to help them taking Mox further who is comfortable working in a fast-paced environment with high degrees of ambiguity, get excited by solving complex problems and is happy to roll your sleeves up and get things...",Senior,Degree,1,"Full Time, Contract",Not Specified,/hk/en/job/product-manager-website-management-and-mobile-app-contract-virtual-bank-100003008771637,"Information Technology (IT), Application Specialist - Software, IT - Webmaster / SEO, Product Management / Business Analyst",Human Resources Management/Consultancy,Data Analyst,9/27/2021,22-10-2021,,,1,,,,,
Analyst Programmer / Senior Analyst Programmer,Hong Leong Insurance (Asia) Limited,Not Specified,,['2285 3209'],Not Specified,"['Web application development and UI/UX design', 'Provide production support upon user requests', 'Prepare documentation on developed application']","['Job Responsibilities:', 'Responsible for web application development and UI/UX design', 'Provide production support upon user requests and maintain system stability', 'Prepare documentation on programs and operational tasks', 'Requirements:', 'Bachelor...",Entry,Degree,2,"Full Time, Permanent",Not Specified,/hk/en/job/analyst-programmer-senior-analyst-programmer-100003008779582,"Information Technology (IT), IT - Webmaster / SEO, Software Development, UI/UX Designer",Financial Services,Data Analyst,9/29/2021,22-10-2021,,1,,,,,1,
Digital Marketing Executive/ Trainee (5 days work),Strategic Digital Marketing Company Limited,Not Specified,,,Not Specified,"['Project management for top-tier companies and SME', 'Team player, highly independent, presentable', 'A challenging milestone for your successful career']","[""You'll responsible for..."", '1. Account Servicing and Project Management', ""Conducting strategic planning, market research, and competitors' analysis for pitching."", 'Execute and manage digital marketing campaigns for clients.', ""Monitor and optimize c...",Entry,Not Specified,1,"Full Time, Permanent",Not Specified,/hk/en/job/digital-marketing-executive-trainee-5-days-work-100003008779879,"Information Technology (IT), IT - Webmaster / SEO, Sales, CS & Business Devpt, Account Servicing, Marketing / Public Relations, Digital Marketing",Advertising/Public Relations/Marketing Services,Data Analyst,9/30/2021,22-10-2021,,,1,,,,,
Enterprise Architect – First-Tier US IT Consultancy – Banking & Insurance,Endeavour Search Limited,Not Specified,,['3956-1825'],Not Specified,"['Technology Leader; C-Level Client Engagement', 'Newly Created Role', 'Competitive Salary Package']","['Executive Summary', '• US Fortune 500 NASDAQ Listed Tech Firm', '• Solid presence in the banking, finance and insurance industry', '• Very competitive salary package for the right candidate', 'Major Responsibilities', '• Being the key technolog...",Entry,Not Specified,1,Full Time,http://www.endeavourasia.com/,/hk/en/job/enterprise-architect-first-tier-us-it-consultancy-banking-insurance-100003008778652,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Technical / Functional Consulting",Human Resources Management/Consultancy,Data Analyst,9/30/2021,22-10-2021,,,1,,,,,
Associate Consultant/ Researcher- Technology,Ambition,Not Specified,,,Not Specified,"['MNC', 'Recruitment Consultancy', 'Great Learning Platform']","['The Ambition Asia business continues to experience excellent growth and we are continually looking for new talent whom we can develop into the next generation of high performers and leaders. As a recruitment consultant in our Hong Kong business, you wi...",Entry,Degree,1,"Full Time, Permanent",http://www.ambition.com.hk,/hk/en/job/associate-consultant-researcher-technology-100003008794106,"Information Technology (IT), Support, Others",Human Resources Management/Consultancy,Data Analyst,10/6/2021,22-10-2021,,,1,,,,,
"Internship, Data Science (Job Reference #DFS91121090)",DFS Hong Kong Limited,Not Specified,,,Not Specified,"[""World's Leading Luxury Travel Retailer"", 'Work Life Balance, Five-day Work Week', 'International & Dynamic Working Environment']","[""DFS has been building out it's artificial intelligence capabilities over the last 2 years. By focusing on building out the foundations and structural enablers to build AI engines, DFS is now ready to accelerate into the next phase: disruptive AI soluti...",Middle,Degree,1,"Full Time, Internship",Not Specified,/hk/en/job/internship-data-science-job-reference-dfs91121090-100003008760918,"Others, Student / Fresh Graduate / No Experience, Management, Management Trainee, Information Technology (IT), Data Scientist",Wholesale / Retail,Data Analyst,9/23/2021,22-10-2021,,1,,,1,,,1
Analyst Programmer (E),Global Technology Integrator Limited,Not Specified,,,Not Specified,"['SQL and MS SQL server', 'Microsoft Dynamics CRM solutions', 'Software develop, implement and maintenance']","['\xa0', 'Job Description :', 'work in a team to provide I.T. solutions for clients', ""2+ years' Experience development of web application solutions."", '\xa0', 'Requirement :', 'Graduate or diploma holder in Computer Science, Engineering or\xa0equivalent...",Middle,Non-Degree Tertiary,2,Full Time,http://www.gti.com.hk,/hk/en/job/analyst-programmer-e-100003008790014,"Information Technology (IT), Application Specialist - Software, Software Development",Information Technology,Data Analyst,10/5/2021,22-10-2021,,1,,,,,1,
Analyst Programmer / Senior Analyst Programmer up to 40k,Pathsight Limited,Not Specified,,,Not Specified,"[""Different Industries' Opportunities are open"", 'Develop Your Own Career Path', 'Double Pay, Bonus (1 month up), 5-day']","['Industry: Banking and Fiance, and IT Solution Provider\xa0', 'Responsibilities', 'Responsible', '\xa0for the SDLC', 'Technical documentation', 'Support and facilitate in planning, executing, monitoring and reporting to ensure project success', 'Involve...",Middle,Not Specified,3,"Full Time, Permanent",http://www.pathsight.net/,/hk/en/job/analyst-programmer-senior-analyst-programmer-up-to-40k-100003008772865,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development",Human Resources Management/Consultancy,Data Analyst,9/27/2021,22-10-2021,,,,,,,1,
ASO / SEO Specialist,BTCC Limited,Not Specified,,,Not Specified,"['Familiar with SEO Algorithm', '3+ years SEO / ASO experience', 'Develop and implement link building strategy']","['Responsibilities:', 'Develop and execute strategies to improve organic search rankings and maximize sales and qualified web traffic;', 'Construct and maintain prioritized backlogs and requirements for technical SEO, local SEO and ASO to improve natural...",Entry,Degree,3,"Full Time, Permanent",Not Specified,/hk/en/job/aso-seo-specialist-100003008795979,"Information Technology (IT), IT - Webmaster / SEO, Marketing / Public Relations, Marketing - Market Research, Digital Marketing",Financial Services,Data Analyst,10/6/2021,22-10-2021,,,,,,,,
Senior Business Systems Analyst,Maples Fund Services (Asia) Limited,Not Specified,,,Not Specified,"['Fund operations, Fund system support', 'Fund Accounting/ operations background', 'Competitive Package, Hedge Fund & PE Fund Expoure']","['Applications are invited by the Hong Kong\xa0office of the Maples Group for the position of', 'Senior Business Systems Analyst', 'who will design, implement, rollout and support cutting-edge technology-enabled solutions to our global fund administratio...",Senior,Not Specified,1,"Full Time, Permanent",http://www.maplesfs.com,/hk/en/job/senior-business-systems-analyst-100003008774849,"Banking / Finance, Financial Services, Fund Management, Information Technology (IT), Product Management / Business Analyst",Financial Services,Data Analyst,9/28/2021,22-10-2021,,,,,,,1,
Analyst Programmer (General Insurance),Dah Sing Financial Group,Not Specified,,,Not Specified,"['Evaluates,analyzes,modifies & tests existing prog.', 'University graduate in Information Technology', 'Relevant experience in software development']","['Responsibilities: \xa0', 'Evaluates, analyzes, modifies and tests existing programs, systems and databases of moderate complexity', 'Participates in analysis of business problems, develops and implements new programs, systems and databases of moderate ...",Entry,Degree,1,Permanent,http://www.dahsing.com.hk,/hk/en/job/analyst-programmer-general-insurance-100003008786663,"Information Technology (IT), Support, Software Development, Network & System",Financial Services,Data Analyst,10/4/2021,22-10-2021,,1,,,,,1,
"Senior Business Analyst / Business Analyst, Information Technology - MPF & Pension Industry",Alexis Services Limited,Not Specified,,,Not Specified,"['MPF or related retirement scheme administrative', 'software development using .Net and Java', 'Degree holder in information system']","['Key Responsibilities', 'Collect business requirements for the purpose of facilitating effective software system development using interviews, document analysis, requirements workshops, surveys, site visits, business process descriptions, use cases, sce...",Middle,Degree,5,Full Time,Not Specified,/hk/en/job/senior-business-analyst-business-analyst-information-technology-mpf-pension-industry-100003008778338,"Information Technology (IT), IT Management, Product Management / Business Analyst",Human Resources Management/Consultancy,Data Analyst,9/29/2021,22-10-2021,,,1,,,,1,
"Consulting - Financial Services, Technology Consulting, Cyber Security, Staff Associate - Hong Kong",EY,Not Specified,,,Not Specified,"['College degree or equivalent', '2 years’ related work experience', 'Thorough understanding of the following items']",['Diversity is a core value at EY. We are passionate about building and sustaining an inclusive and equitable working environment for all of our people. We believe every member in our team enriches our diversity by exposing us to a broad range of ways to...,Entry,Degree,2,Full Time,Not Specified,/hk/en/job/consulting-financial-services-technology-consulting-cyber-security-staff-associate-hong-kong-100003008797449,"Information Technology (IT), Security, Others, Banking / Finance, Risk Management",Accounting/Audit/Tax Services,Data Analyst,10/7/2021,22-10-2021,,,,,,,,
Business Support Associate (E-Commerce),Slowood Limited,Not Specified,,,Not Specified,"['Degree in eCommerce', '0-1 year of working experience', 'Fresh gradates are welcome']","['Responsibilities', 'eCommerce systems operations and maintenance including product update and marketing campaigns', 'Streamline eCommerce operations workflows to optimize working efficiency and productivity\xa0', 'Support Management in evaluating and r...",Entry,Not Specified,1,Full Time,Not Specified,/hk/en/job/business-support-associate-e-commerce-100003008790416,"Information Technology (IT), Support, Data Scientist",Wholesale / Retail,Data Analyst,10/5/2021,22-10-2021,,,1,,,,,
(Senior) QA Specialists (eCommerce website and apps),A.S. Watson Retail (HK) Limited,Not Specified,,,Not Specified,"['Responsible for UAT test cases', 'Testing on eCommerce website/App', 'Regional exposure']","['\xa0', 'Come and join a Winning Team', '\xa0', 'We are Awesome !', '\xa0', 'Why Should You Join Us?', '\xa0', 'At ASW, we believe in our people, in teamwork and the importance of your personal growth.', '\xa0If you are looking for the opportunity to jo...",Entry,Degree,1,"Full Time, Permanent",https://www.aswatsoncareers.com/,/hk/en/job/senior-qa-specialists-ecommerce-website-and-apps-100003008794558,"Information Technology (IT), Testing / QA, E-commerce, Software Development",Wholesale / Retail,Data Analyst,10/6/2021,22-10-2021,,,1,,,,,
Application Tester (Renewable ct +Fresh grad welcomed),Peoplebank Hong Kong Limited,Not Specified,,,Not Specified,"['Fresh grad will be considered', 'Application testing', '12 months Renewable contract']","['More than 1 location (will be assigned to 1 location):', 'Fotan', 'Lai Chi Kok', 'Kwun Tong', 'Wong Chuk Hang', 'Responsibilities', 'Creating test plan, test cases based on user stories', 'Setup testing environment and test preparation.', 'Report any f...",Entry,Degree,1,"Full Time, Contract",http://www.peoplebank.com.hk,/hk/en/job/application-tester-renewable-ct-fresh-grad-welcomed-100003008796717,"Information Technology (IT), Application Specialist - Software, Software Development, Testing / QA",Information Technology,Data Analyst,10/6/2021,22-10-2021,,,,,,,,
UI/UX Designer,Flex Recruitment,Not Specified,,['3586 3929'],Not Specified,"['3 yrs exp in UI/UX design, prod app on iOS/Android', 'Familiar with in-house agile team setting, startup', 'Proficient in Photoshop, Illustrator is a plus']","['1. User Interface Designer', 'Responsibilities:', 'Develop standard UI components and style guides for company-wide use.', 'Effectively communicate your designs to developers and other key stakeholders.', 'Address product, marketing and business needs....",Middle,Not Specified,1,"Full Time, Permanent",Not Specified,/hk/en/job/ui-ux-designer-100003008765146,"Information Technology (IT), Application Specialist - Software, E-commerce, Software Development, UI/UX Designer",Human Resources Management/Consultancy,Data Analyst,9/24/2021,22-10-2021,,,,,,,,
Java System Analyst,ICO Limited,Not Specified,,,Not Specified,"['13 months salary', 'Well structured project team', 'Bank system design & development']","['Responsibilities:', 'Mainly focus on the SDLC from requirement collection, systems design, development, testing, implementation and rollout of a report revamp project', 'Gather, clarify and analyse requirements and perform technical design', 'Manage co...",Entry,Not Specified,1,Full Time,Not Specified,/hk/en/job/java-system-analyst-100003008766094,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development",Information Technology,Data Analyst,9/26/2021,22-10-2021,,1,1,1,,,1,
Product Manager - Mobile App (Internet Brokerage / Fintech),uSMART Securities Limited,Not Specified,,,Not Specified,"['Rapidly expanding Fintech company', 'Securities firm with SFC Type 1, 4 & 9 license', 'Product Specialist']","['Job Descriptions:', 'As the Product Manager, your objective is to continuously growing our mobile app platform for securities trading, by brainstorming new ideas and bringing in new features.\xa0', 'You need to collaborate with engineers and user depar...",Senior,Degree,3,"Full Time, Permanent",Not Specified,/hk/en/job/product-manager-mobile-app-internet-brokerage-fintech-100003008759676,"Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Mobile / Wireless Communications",Financial Services,Data Analyst,9/23/2021,22-10-2021,,,1,,,,,
"Technical Support, Hong Kong SAR",Barracuda Networks (Hong Kong) Limited,Not Specified,,,HK$20K - 30K /month,"['Bachelor degree in CS or related domain;', 'Linux OS, TCP/IP and MS network system', 'Fluent English/Chinese communication skills']","['Come Join Our Passionate Team!\xa0 At Barracuda, we make the world a safer place. We believe every business deserves access to cloud-enabled, enterprise-grade security solutions that are easy to buy, deploy, and use. We protect email, networks, data an...",Entry,Not Specified,1,Full Time,Not Specified,/hk/en/job/technical-support-hong-kong-sar-100003008760052,"Information Technology (IT), Support",Others,Data Analyst,9/23/2021,22-10-2021,25,,1,,,,,
Software Project Manager (PM) - Web / Mobile App Development,Oursky Limited,Not Specified,,,HK$30K - 55K /month,"['Work with the best software team in town', 'SCRUM / strong engineering culture', 'Flexible working hours / open to remote work']","[""Oursky is an engineering-driven company and we want to build the most beautiful, usable and technically interesting software. Our Software Project Managers are an important part of it, they focus in understanding client's business and process, so that ...",Senior,Degree,1,"Full Time, Permanent",http://oursky.com,/hk/en/job/software-project-manager-pm-web-mobile-app-development-100003008747927,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Software Development",Information Technology,Data Analyst,9/23/2021,22-10-2021,42.5,,,,,,,
Legal- Cybersecurity and Emerging Technology - Vice President,"JPMorgan Chase Bank, N.A.",Not Specified,,,Not Specified,"['Providing technology and cyber legal advice', 'Providing legal advice on cybersecurity issues', '6+ years of post-qualification experience']","['Legal Department', ""The Legal Department of JPMorgan Chase & Co is responsible for the provision of legal services to the firm and is organized by practice groups that generally align with the firm's lines of business ( LOBs ) and corporate staff areas...",Entry,Not Specified,1,Full Time,Not Specified,/hk/en/job/legal-cybersecurity-and-emerging-technology-vice-president-100003008835459,"Information Technology (IT), Support, Security, Professional Services, Legal & Compliance",Financial Services,Data Analyst,10/22/2021,22-10-2021,,,,,,,,
Senior/ Data Analyst,ulifestyle.com.hk,Quarry Bay,,,Not Specified,Not Specified,Not Specified,Entry,Not Specified,1.5,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/senior-data-analyst/06077331,Not Specified,Not Specified,Data Analyst,10/22/2021,22-10-2021,,,,,,,1,
Data Analyst (5 days work),CTgoodjobs (Career Times Online Limited),Quarry Bay,,,Not Specified,Not Specified,Not Specified,Entry,Not Specified,3,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/data-analyst-5-days-work/07265118,Not Specified,Not Specified,Data Analyst,10/22/2021,22-10-2021,,,,,,,1,
Data Analyst,Shanghai Commercial Bank Limited.,North Point,,,Not Specified,Not Specified,Not Specified,Senior,Not Specified,10.5,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/data-analyst/07275387,Not Specified,Not Specified,Data Analyst,10/20/2021,22-10-2021,,,,,,,1,
Data Analyst,OneDegree Hong Kong Limited,Ngau Tau Kok,,,30k - 45k,Not Specified,Not Specified,Entry,Not Specified,4.5,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/data-analyst/07273651,Not Specified,Not Specified,Data Analyst,10/19/2021,22-10-2021,37.5,,,,,,1,
Data Analyst,HONG KONG ECONOMIC TIMES GROUP,Quarry Bay,,,Not Specified,Not Specified,Not Specified,Entry,Not Specified,1.5,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/data-analyst/07169768,Not Specified,Not Specified,Data Analyst,10/19/2021,22-10-2021,,,,,,,1,
Senior Business Analyst - Market Data Analysis,China Mobile Hong Kong ä¸­åœ‹ç§»å‹•é¦™æ¸¯,Kwai Hing,,,Not Specified,Not Specified,Not Specified,Senior,Not Specified,7.5,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/senior-business-analyst-market-data-analysis/07273401,Not Specified,Not Specified,Data Analyst,10/19/2021,22-10-2021,,,,,,,1,
Solution Analyst - Big Data,Cathay Pacific Airways Limited,Lantau,,,Not Specified,Not Specified,Not Specified,Entry,Not Specified,4.5,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/solution-analyst-big-data/07270899,Not Specified,Not Specified,Data Analyst,10/18/2021,22-10-2021,,,,,,,1,
Senior Data Analyst,Principal Insurance Company (Hong Kong) Limited,Kwun Tong,,,Not Specified,Not Specified,Not Specified,Middle,Not Specified,6.5,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/senior-data-analyst/07268105,Not Specified,Not Specified,Data Analyst,10/15/2021,22-10-2021,,,,,,,1,
Business Intelligence & Data Analytics Analyst,The Straits Network,Not Specified,,,Not Specified,Not Specified,Not Specified,Entry,Not Specified,1,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/business-intelligence-data-analytics-analyst/07268414,Not Specified,Not Specified,Data Analyst,10/15/2021,22-10-2021,,,,,,,1,
"Data Analyst, Business Intelligence & Solutions",Sun Life Hong Kong Limited,Hunghom,,,Not Specified,Not Specified,Not Specified,Entry,Not Specified,4,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/data-analyst-business-intelligence-solutions/07263566,Not Specified,Not Specified,Data Analyst,10/14/2021,22-10-2021,,,,,,,1,
OFC - Analyst Programmer (Data & AML),China Construction Bank (Asia) Corporation Limited,Kowloon Bay,,,Not Specified,Not Specified,Not Specified,Entry,Not Specified,1.5,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/ofc-analyst-programmer-data-aml/07265199,Not Specified,Not Specified,Data Analyst,10/12/2021,22-10-2021,,,,,,,1,
OFC - Sr Analyst Programmer/Systems Analyst(Data & AML),China Construction Bank (Asia) Corporation Limited,Kowloon Bay,,,Not Specified,Not Specified,Not Specified,Senior,Not Specified,7.5,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/ofc-sr-analyst-programmersystems-analystdata-aml/07265197,Not Specified,Not Specified,Data Analyst,10/12/2021,22-10-2021,,,,,,,1,
Senior / Data Analyst - Market Trend Analysis & Dashboard Creation,A.S. Watson Retail (HK) Limited,Shatin,,,Not Specified,Not Specified,Not Specified,Middle,Not Specified,6.5,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/senior-data-analyst-market-trend-analysis-dashboard-creation/07256288,Not Specified,Not Specified,Data Analyst,10/8/2021,22-10-2021,,,,,,,1,
Data Analyst,Fundpark Limited,Ngau Tau Kok,,,Not Specified,Not Specified,Not Specified,Entry,Not Specified,3,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/data-analyst/07258250,Not Specified,Not Specified,Data Analyst,10/7/2021,22-10-2021,,,,,,,1,
Data Analyst - pandamall,Delivery Hero Food Hong Kong Limited,Sheung Wan,,,Not Specified,Not Specified,Not Specified,Entry,Not Specified,1,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/data-analyst-pandamall/07256734,Not Specified,Not Specified,Data Analyst,10/7/2021,22-10-2021,,,,,,,1,
Global Master Data Analyst,CEVA Logistics (Hong Kong) Limited,Kowloon Bay,,,Not Specified,Not Specified,Not Specified,Entry,Not Specified,3,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/global-master-data-analyst/07256820,Not Specified,Not Specified,Data Analyst,10/7/2021,22-10-2021,,,,,,,1,
"Data Analyst, Data & AI",Eastech Systems Limited,Kowloon Bay,,,35k - 55k,Not Specified,Not Specified,Entry,Not Specified,3,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/data-analyst-data-ai/07254840,Not Specified,Not Specified,Data Analyst,10/6/2021,22-10-2021,45,,,,,,1,
"Graduate Analyst, Quant/  Data Analyst",SociÃ©tÃ© GÃ©nÃ©rale,Not Specified,,,Not Specified,Not Specified,Not Specified,Entry,Not Specified,0.5,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/graduate-analyst-quant-data-analyst/07252295,Not Specified,Not Specified,Data Analyst,10/4/2021,22-10-2021,,,,,,,1,
SENIOR DATA ANALYST / DATA ANALYST â€“ SQL / DATABASE,Sun Hung Kai Properties Limited,Wanchai,,,Not Specified,Not Specified,Not Specified,Senior,Not Specified,8,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/senior-data-analyst-data-analyst-%e2%80%93-sql-database/07247021,Not Specified,Not Specified,Data Analyst,9/29/2021,22-10-2021,,,,,,,1,
Data Analyst,Capgemini Hong Kong Limited,Causeway Bay,,,Not Specified,Not Specified,Not Specified,Senior,Not Specified,8.5,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/data-analyst/07242966,Not Specified,Not Specified,Data Analyst,9/28/2021,22-10-2021,,,,,,,1,
Solution Analyst â€“ Data Integration and Data Governance,Cathay Pacific Airways Limited,Lantau,,,Not Specified,Not Specified,Not Specified,Senior,Not Specified,8.5,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/solution-analyst-%e2%80%93-data-integration-and-data-governance/07242308,Not Specified,Not Specified,Data Analyst,9/27/2021,22-10-2021,,,,,,,1,
Data Analyst,Swire Resources Limited,Kowloon Bay,,,Not Specified,Not Specified,Not Specified,Entry,Not Specified,1,Not Specified,Not Specified,https://www.ctgoodjobs.hk/job/data-analyst/07235618,Not Specified,Not Specified,Data Analyst,9/23/2021,22-10-2021,,,,,,,1,
Lead Data Center Facility Engineer,Equinix Hong Kong Limited,Not Specified,,,Not Specified,"['Required minimum 5 - 10 years experience', 'Assists in development of capital improvement plan', 'world’s digital infrastructure company']","['Who are we?', 'Equinix is the world’s digital infrastructure company, operating 200+ data centers across the globe and providing interconnections to all the key clouds and networks. Businesses need one place to simplify and bring together fragmented,...",Senior,Not Specified,1,Full Time,http://www.equinix.com,/hk/en/job/lead-data-center-facility-engineer-100003008823026,"Engineering, Engineering Project Management, Information Technology (IT), Data Scientist",Information Technology,Data Engineer,10/18/2021,22-10-2021,,,,,,1,,
Data Engineer (ETL) - Large Financial Group,Pinpoint Asia Limited,Not Specified,,,HK$45K - 55K /month,"['Large Scale firm', 'Informatica / ETL / SQL', 'Public Cloud']","['Our client, a large financial group is looking for a ', 'Data Engineer with ETL experience', ' to join their Data engineering team. The selected candidates will be working on large-scale big data cloud engineering projects. Great project sound project ...",Middle,Degree,5,Full Time,http://www.pinpointasia.com,/hk/en/job/data-engineer-etl-large-financial-group-100003008811939,"Information Technology (IT), DBA, Software Development, Data Scientist",Human Resources Management/Consultancy,Data Engineer,10/12/2021,22-10-2021,50,1,1,,,1,,
"Server Support Engineer (Financial Data Center, 21K up)",Hays,Not Specified,,,Not Specified,"['Data Center Operation', 'Flexible working hour', 'Immediate available']","['Server Support Engineer | Data Center Operation | 21K up |', 'Your new company', 'A leading service provider is now looking for a Server Support Engineer (Infra. Associate Consultant) to join their team supporting to their client from a well-establishe...",Entry,Non-Degree Tertiary,1,"Full Time, Temporary",http://hays.com.hk,/hk/en/job/server-support-engineer-financial-data-center-21k-up-100003008824559,"Information Technology (IT), Hardware, Support, Technical / Functional Consulting",Human Resources Management/Consultancy,Data Engineer,10/19/2021,22-10-2021,,,,,,1,,
Engineer ( ICT Services ),Hong Kong Broadband Network Limited,Not Specified,,,Not Specified,"['Talent-first Culture & LIFE-work priority', 'Execute improvement projects for E&M facility', 'Monitor E&M facility performance']","['To be part of our mission, we are looking for a Network Engineer to…', 'Provide best value and superior ICT services to customers', 'What efforts you need to make for this role?', 'Oversee ', 'mission critical ', 'data center facility installation ',...",Middle,Degree,2,"Full Time, Permanent",http://www.hkbn.net/2012/,/hk/en/job/engineer-ict-services-100003008830082,"Engineering, Telecommunication / Wireless / Radio, Information Technology (IT), Network & System, Technical / Functional Consulting",Telecommunication,Data Engineer,10/20/2021,22-10-2021,,,,,,1,,
Site Reliability Engineer (Insurtech),CoverGo Limited,Not Specified,,,Not Specified,"['Award-winning insurtech company', 'Fast growing career path', 'Friendly and dynamic working culture']","[""Site Reliability Engineering (SRE) combines software and systems engineering to build and run large-scale, massively distributed, fault-tolerant systems. As an SRE at Covergo you will help to ensure that our Services - both internal and external - are ...",Middle,Not Specified,1,Full Time,Not Specified,/hk/en/job/site-reliability-engineer-insurtech-100003008829590,"Information Technology (IT), Support, Software Development, Network & System",Information Technology,Data Engineer,10/20/2021,22-10-2021,,,,,1,1,,
Senior Engineer (Tier 2 support),HGC Global Communications Limited,Not Specified,,,Not Specified,"['Act as the Tier 2 support leader', 'Provide IP technical support to NOC', 'At least 8 years’ experience in 7x24 support']","['Responsibilities:', 'Coordinate and work for ad-hoc project and change request;', ""Provide IP technical support to NOC, field services, vendors to keep company's SLA and KPI on maintenance and operations;"", 'Act as the Tier 2 support leader of the mass...",Middle,Degree,8,"Full Time, Permanent",Not Specified,/hk/en/job/senior-engineer-tier-2-support-100003008836550,"Engineering, Telecommunication / Wireless / Radio, Information Technology (IT), Network & System, Mobile / Wireless Communications",Telecommunication,Data Engineer,10/22/2021,22-10-2021,,,,,,1,,
Senior Office 365 Engineer - GTS – FCS,PwC,Not Specified,,,Not Specified,"['Development of automation scripts', 'Develop technical documentation', 'Deliver consistent process for incident']","['Job Description & Summary', 'A career in Information Technology, within Firmwide Corporate Services, will provide you with the opportunity to support our core business functions by deploying technology that enable our people to re-imagine the way that ...",Entry,Degree,2,Full Time,Not Specified,/hk/en/job/senior-office-365-engineer-gts-fcs-100003008824807,"Information Technology (IT), Support, Application Specialist - Network, Others",Accounting/Audit/Tax Services,Data Engineer,10/19/2021,22-10-2021,,,,,,1,,
IT Operations Professional (Data Center Services),China Construction Bank (Asia) Corporation Limited,Not Specified,,,Not Specified,"['IT operations', 'IT audits', 'Data Center services']","['PRINCIPAL ACCOUNTABILITIES', '•Manage IT operations / Data Center services delivery in accordance with best practices, agreed SLA and Regulatory requirements', '• Develop and manage SLA, procedures and documentation', '• Facilitate internal or ex...",Middle,Degree,5,"Full Time, Permanent",http://www.asia.ccb.com/,/hk/en/job/it-operations-professional-data-center-services-100003008826934,"Information Technology (IT), IT Auditing, IT Management",Financial Services,Data Engineer,10/19/2021,22-10-2021,,,,,,,,
Senior Software Engineer – IoT Platform,Computime Limited,Not Specified,,,Not Specified,"['5 days work, double pay, and free shuttle coach', 'IoT platform development and maintenance', 'Experience in AWS platform and AWS Service']","['Major Responsibilities', 'Responsible for IoT platform development and maintenance', 'Develop the backend of IoT platform to support wide range of IoT product', 'Define software architecture for the IoT platform and application interface for 3rd party ...",Middle,Degree,2,"Full Time, Permanent",Not Specified,/hk/en/job/senior-software-engineer-iot-platform-100003008824939,"Engineering, Others, Information Technology (IT), Application Specialist - Software, Software Development",Electronics/Electrical Equipment,Data Engineer,10/19/2021,22-10-2021,,,,,1,1,,
